 #x0  14000
 #y0  -18000
 #xsize  2000
 #ysize  2000
 #step  50
 #wait  300
13000	-19000	0.00061
13050	-19000	0.00046
13100	-19000	0.00046
13150	-19000	0.00061
13200	-19000	0.00046
13250	-19000	0.00046
13300	-19000	0.00046
13350	-19000	0.00046
13400	-19000	0.00031
13450	-19000	0.00031
13500	-19000	0.00031
13550	-19000	0.00031
13600	-19000	0.00031
13650	-19000	0.00031
13700	-19000	0.00031
13750	-19000	0.00015
13800	-19000	0.00015
13850	-19000	0.00046
13900	-19000	0.00061
13950	-19000	0.00061
14000	-19000	0.00061
14050	-19000	0.00046
14100	-19000	0.00046
14150	-19000	0.00046
14200	-19000	0.00046
14250	-19000	0.00046
14300	-19000	0.00046
14350	-19000	0.00031
14400	-19000	0.00031
14450	-19000	0.00031
14500	-19000	0.00031
14550	-19000	0.00031
14600	-19000	0.00031
14650	-19000	0.00015
14700	-19000	0.00015
14750	-19000	0.00046
14800	-19000	0.00046
14850	-19000	0.00046
14900	-19000	0.00046
14950	-19000	0.00061
15000	-19000	0.00046
13000	-18950	0.00031
13050	-18950	0.00031
13100	-18950	0.00031
13150	-18950	0.00031
13200	-18950	0.00046
13250	-18950	0.00031
13300	-18950	0.00031
13350	-18950	0.00015
13400	-18950	0.00015
13450	-18950	0.00015
13500	-18950	0.00015
13550	-18950	0.00015
13600	-18950	0.00046
13650	-18950	0.00046
13700	-18950	0.00046
13750	-18950	0.00061
13800	-18950	0.00046
13850	-18950	0.00061
13900	-18950	0.00031
13950	-18950	0.00031
14000	-18950	0.00046
14050	-18950	0.00046
14100	-18950	0.00031
14150	-18950	0.00031
14200	-18950	0.00031
14250	-18950	0.00031
14300	-18950	0.00031
14350	-18950	0.00015
14400	-18950	0.00015
14450	-18950	0.00046
14500	-18950	0.00046
14550	-18950	0.00046
14600	-18950	0.00046
14650	-18950	0.00031
14700	-18950	0.00046
14750	-18950	0.00031
14800	-18950	0.00031
14850	-18950	0.00031
14900	-18950	0.00031
14950	-18950	0.00031
15000	-18950	0.00031
13000	-18900	0.00031
13050	-18900	0.00031
13100	-18900	0.00031
13150	-18900	0.00015
13200	-18900	0.00015
13250	-18900	0.00015
13300	-18900	0.00015
13350	-18900	0.00046
13400	-18900	0.00046
13450	-18900	0.00046
13500	-18900	0.00046
13550	-18900	0.00046
13600	-18900	0.00046
13650	-18900	0.00031
13700	-18900	0.00031
13750	-18900	0.00031
13800	-18900	0.00031
13850	-18900	0.00015
13900	-18900	0.00031
13950	-18900	0.00031
14000	-18900	0.00031
14050	-18900	0.00015
14100	-18900	0.00015
14150	-18900	0.00015
14200	-18900	0.00046
14250	-18900	0.00046
14300	-18900	0.00046
14350	-18900	0.00046
14400	-18900	0.00046
14450	-18900	0.00046
14500	-18900	0.00031
14550	-18900	0.00046
14600	-18900	0.00031
14650	-18900	0.00031
14700	-18900	0.00031
14750	-18900	0.00015
14800	-18900	0.00015
14850	-18900	0.00015
14900	-18900	0.00015
14950	-18900	0.00015
15000	-18900	0.00015
13000	-18850	0.00015
13050	-18850	0.00061
13100	-18850	0.00046
13150	-18850	0.00061
13200	-18850	0.00061
13250	-18850	0.00046
13300	-18850	0.00046
13350	-18850	0.00046
13400	-18850	0.00031
13450	-18850	0.00046
13500	-18850	0.00046
13550	-18850	0.00031
13600	-18850	0.00031
13650	-18850	0.00031
13700	-18850	0.00031
13750	-18850	0.00015
13800	-18850	0.00015
13850	-18850	0.00015
13900	-18850	0.00015
13950	-18850	0.00046
14000	-18850	0.00046
14050	-18850	0.00061
14100	-18850	0.00046
14150	-18850	0.00061
14200	-18850	0.00046
14250	-18850	0.00031
14300	-18850	0.00046
14350	-18850	0.00031
14400	-18850	0.00031
14450	-18850	0.00046
14500	-18850	0.00031
14550	-18850	0.00031
14600	-18850	0.00031
14650	-18850	0.00031
14700	-18850	0.00031
14750	-18850	0.00015
14800	-18850	0.00046
14850	-18850	0.00046
14900	-18850	0.00046
14950	-18850	0.00046
15000	-18850	0.00061
13000	-18800	0.00046
13050	-18800	0.00061
13100	-18800	0.00046
13150	-18800	0.00046
13200	-18800	0.00046
13250	-18800	0.00031
13300	-18800	0.00046
13350	-18800	0.00031
13400	-18800	0.00031
13450	-18800	0.00031
13500	-18800	0.00015
13550	-18800	0.00015
13600	-18800	0.00015
13650	-18800	0.00046
13700	-18800	0.00076
13750	-18800	0.00061
13800	-18800	0.00061
13850	-18800	0.00046
13900	-18800	0.00031
13950	-18800	0.00031
14000	-18800	0.00046
14050	-18800	0.00046
14100	-18800	0.00031
14150	-18800	0.00031
14200	-18800	0.00015
14250	-18800	0.00031
14300	-18800	0.00031
14350	-18800	0.00015
14400	-18800	0.00031
14450	-18800	0.00015
14500	-18800	0.00015
14550	-18800	0.00046
14600	-18800	0.00061
14650	-18800	0.00061
14700	-18800	0.00061
14750	-18800	0.00061
14800	-18800	0.00046
14850	-18800	0.00046
14900	-18800	0.00046
14950	-18800	0.00031
15000	-18800	0.00031
13000	-18750	0.00046
13050	-18750	0.00046
13100	-18750	0.00046
13150	-18750	0.00031
13200	-18750	0.00031
13250	-18750	0.00031
13300	-18750	0.00015
13350	-18750	0.00015
13400	-18750	0.00061
13450	-18750	0.00046
13500	-18750	0.00061
13550	-18750	0.00046
13600	-18750	0.00061
13650	-18750	0.00046
13700	-18750	0.00046
13750	-18750	0.00046
13800	-18750	0.00046
13850	-18750	0.00031
13900	-18750	0.00031
13950	-18750	0.00031
14000	-18750	0.00031
14050	-18750	0.00031
14100	-18750	0.00031
14150	-18750	0.00015
14200	-18750	0.00015
14250	-18750	0.00046
14300	-18750	0.00061
